Mach,alpha_-10,alpha_-5,alpha_0,alpha_5,alpha_10
0.5,-0.7204485746136755,-0.36022428730683775,0.0,0.36022428730683775,0.7204485746136755
0.6,-0.7472431376836671,-0.37362156884183356,0.0,0.37362156884183356,0.7472431376836671
0.7,-0.7861416014605007,-0.39307080073025036,0.0,0.39307080073025036,0.7861416014605007
0.7999999999999999,-0.8257030259011959,-0.41285151295059797,0.0,0.41285151295059797,0.8257030259011959
0.8999999999999999,-0.8839872218192047,-0.4419936109096024,0.0,0.4419936109096024,0.8839872218192047
0.9999999999999999,-1.0169893981756128,-0.5084946990878064,0.0,0.5084946990878064,1.0169893981756128
1.0999999999999999,-0.8466478724130444,-0.4233239362065222,0.0,0.4233239362065222,0.8466478724130444
1.2,-0.7478659012598253,-0.37393295062991266,0.0,0.37393295062991266,0.7478659012598253
1.3,-0.6744922762173196,-0.3372461381086598,0.0,0.3372461381086598,0.6744922762173196
1.4000000000000001,-0.6127768469060958,-0.3063884234530479,0.0,0.3063884234530479,0.6127768469060958
1.5000000000000002,-0.5593427250639336,-0.2796713625319668,0.0,0.2796713625319668,0.5593427250639336
1.6000000000000003,-0.5218264418928511,-0.26091322094642555,0.0,0.26091322094642555,0.5218264418928511
1.7000000000000004,-0.4917703387253531,-0.24588516936267654,0.0,0.24588516936267654,0.4917703387253531
1.8000000000000005,-0.4623062895576933,-0.23115314477884666,0.0,0.23115314477884666,0.4623062895576933
1.9000000000000006,-0.43222821531120215,-0.21611410765560107,0.0,0.21611410765560107,0.43222821531120215
2.0000000000000004,-0.4045890140567351,-0.20229450702836754,0.0,0.20229450702836754,0.4045890140567351
2.1000000000000005,-0.37976011354257416,-0.18988005677128708,0.0,0.18988005677128708,0.37976011354257416
2.2000000000000006,-0.35626383387075367,-0.17813191693537683,0.0,0.17813191693537683,0.35626383387075367
2.3000000000000007,-0.33706115244262935,-0.16853057622131468,0.0,0.16853057622131468,0.33706115244262935
2.400000000000001,-0.31998814684278176,-0.15999407342139088,0.0,0.15999407342139088,0.31998814684278176
2.500000000000001,-0.3046896387667676,-0.1523448193833838,0.0,0.1523448193833838,0.3046896387667676
2.600000000000001,-0.29088822253635227,-0.14544411126817613,0.0,0.14544411126817613,0.29088822253635227
2.700000000000001,-0.27836333431781757,-0.13918166715890878,0.0,0.13918166715890878,0.27836333431781757
2.800000000000001,-0.26693733294407684,-0.13346866647203842,0.0,0.13346866647203842,0.26693733294407684
2.9000000000000012,-0.2564650761357207,-0.12823253806786036,0.0,0.12823253806786036,0.2564650761357207
3.0000000000000013,-0.24682682567342573,-0.12341341283671287,0.0,0.12341341283671287,0.24682682567342573
3.1000000000000014,-0.2379226505984759,-0.11896132529923795,0.0,0.11896132529923795,0.2379226505984759
3.2000000000000015,-0.2296684532770735,-0.11483422663853675,0.0,0.11483422663853675,0.2296684532770735
3.3000000000000016,-0.22199297334411294,-0.11099648667205647,0.0,0.11099648667205647,0.22199297334411294
3.4000000000000017,-0.21483516615398254,-0.10741758307699127,0.0,0.10741758307699127,0.21483516615398254
3.5000000000000018,-0.20814266314055943,-0.10407133157027972,0.0,0.10407133157027972,0.20814266314055943
3.600000000000002,-0.2018700033117981,-0.10093500165589905,0.0,0.10093500165589905,0.2018700033117981
3.700000000000002,-0.19597765537026773,-0.09798882768513387,0.0,0.09798882768513387,0.19597765537026773
3.800000000000002,-0.19043103983368925,-0.09521551991684463,0.0,0.09521551991684463,0.19043103983368925
3.900000000000002,-0.18519971760304094,-0.09259985880152047,0.0,0.09259985880152047,0.18519971760304094
4.000000000000002,-0.18025682820201583,-0.09012841410100791,0.0,0.09012841410100791,0.18025682820201583
